time,r,Ge,G,P,Q,N
87.9463087248322,0.008947368421052631,4.4560601305372325,4.4208274511257875,5.508748175783841,2.4649394940311853e-09,2.8605413623385555e-28
87.9463087248322,0.009473684210526315,4.4560601305372325,4.437599250234952,5.509312016897237,2.3392979136204483e-09,2.434331674598283e-28
87.9463087248322,0.01,4.4560601305372325,4.455365974662419,5.50990683316869,2.2142858453161267e-09,2.0579887375990243e-28
90.20134228187919,0.0,4.453655519098025,4.273528294006069,5.7496533877226295,4.1815223122211855e-09,1.4068869294465535e-27
90.20134228187919,0.0005263157894736842,4.453655519098025,4.274020122611113,5.749671505217888,4.174614324443107e-09,1.3991918924115252e-27
90.20134228187919,0.0010526315789473684,4.453655519098025,4.2754957505814195,5.749725849389394,4.153966927931557e-09,1.3763776139962828e-27
90.20134228187919,0.0015789473684210526,4.453655519098025,4.277955699198368,5.749816399353968,4.119806981159712e-09,1.3392383399963817e-27
90.20134228187919,0.002105263157894737,4.453655519098025,4.281400821679187,5.749943119670776,4.07250786963523e-09,1.289043756611252e-27
90.20134228187919,0.002631578947368421,4.453655519098025,4.285832312962954,5.750105960804641,4.012582113677012e-09,1.2274625449377692e-27
90.20134228187919,0.003157894736842105,4.453655519098025,4.291251710145258,5.750304859207549,3.940671497494489e-09,1.1564652470901073e-27
90.20134228187919,0.0036842105263157894,4.453655519098025,4.29766089303656,5.750539737422816,3.85753486115478e-09,1.0782145598524103e-27
90.20134228187919,0.004210526315789474,4.453655519098025,4.305062084844074,5.750810504211417,3.764033892881144e-09,9.949519118893634e-28
90.20134228187919,0.004736842105263157,4.453655519098025,4.313457852976873,5.751117054699911,3.661117307870868e-09,9.08888823248612e-28
90.20134228187919,0.005263157894736842,4.453655519098025,4.322851109974034,5.751459270549355,3.5498038347470384e-09,8.221103635816908e-28
90.20134228187919,0.005789473684210527,4.453655519098025,4.333245114555725,5.7518370201444835,3.431164450959439e-09,7.364962372603326e-28
90.20134228187919,0.00631578947368421,4.453655519098025,4.344643472797226,5.75225015880238,3.3063043136591302e-09,6.536629021676605e-28
90.20134228187919,0.006842105263157894,4.453655519098025,4.3570501394260654,5.752698528999886,3.1763448231548447e-09,5.7492795446999726e-28
90.20134228187919,0.007368421052631579,4.453655519098025,4.370469419242589,5.753181960618852,3.0424062329715827e-09,5.012960305214131e-28
90.20134228187919,0.007894736842105263,4.453655519098025,4.38490596866448,5.753700271208282,2.9055911852376084e-09,4.3346387284128235e-28
90.20134228187919,0.008421052631578947,4.453655519098025,4.400364797395949,5.754253266262334,2.766969504487313e-09,3.7184108640715704e-28
90.20134228187919,0.008947368421052631,4.453655519098025,4.416851270222466,5.754840739513108,2.62756452910486e-09,3.165825039646793e-28
90.20134228187919,0.009473684210526315,4.453655519098025,4.434371108932084,5.755462473237566,2.488341199852228e-09,2.676279488877136e-28
90.20134228187919,0.01,4.453655519098025,4.452930394364538,5.75611823857968,2.3501960619386357e-09,2.247454486122971e-28
92.45637583892616,0.0,4.451139877950162,4.262971016126298,6.006570580928203,4.5692041854519e-09,1.7761142315850987e-27
92.45637583892616,0.0005263157894736842,4.451139877950162,4.263484783027239,6.006590632302963,4.5612216117958195e-09,1.7652564420917925e-27
92.45637583892616,0.0010526315789473684,4.451139877950162,4.265026232747355,6.006650776393899,4.537369049630402e-09,1.733123656171192e-27
92.45637583892616,0.0015789473684210526,4.451139877950162,4.2675959117322515,6.006750987565454,4.4979283700110495e-09,1.681003117742001e-27
92.45637583892616,0.002105263157894737,4.451139877950162,4.27119471439225,6.00689122240432,4.44336286422929e-09,1.6109362771871103e-27
92.45637583892616,0.002631578947368421,4.451139877950162,4.275823893367717,6.007071420244976,4.374307186578552e-09,1.5255741121591798e-27
92.45637583892616,0.003157894736842105,4.451139877950162,4.281485059993625,6.007291503282147,4.291553940602001e-09,1.4279970391404195e-27
92.45637583892616,0.0036842105263157894,4.451139877950162,4.2881801848949666,6.007551376714343,4.19603717727347e-09,1.3215174264585088e-27
92.45637583892616,0.004210526315789474,4.451139877950162,4.29591159871187,6.007850928917915,4.088813318425634e-09,1.2094833456430786e-27
92.45637583892616,0.004736842105263157,4.451139877950162,4.304681992953161,6.008190031650632,3.971040085950816e-09,1.095100266490105e-27
92.45637583892616,0.005263157894736842,4.451139877950162,4.31449442097717,6.00856854028393,3.843954060553249e-09,9.812836404273871e-28
92.45637583892616,0.005789473684210527,4.451139877950162,4.325352299098749,6.0089862940627,3.7088475121569557e-09,8.705504775478336e-28
92.45637583892616,0.00631578947368421,4.451139877950162,4.3372594078217075,6.009443116391456,3.567045137772547e-09,7.649529272519469e-28
92.45637583892616,0.006842105263157894,4.451139877950162,4.350219893196245,6.00993881514568,3.419881313197559e-09,6.660522580178215e-28
92.45637583892616,0.007368421052631579,4.451139877950162,4.364238268301326,6.010473183006967,3.268678414915368e-09,5.74928034856113e-28
92.45637583892616,0.007894736842105263,4.451139877950162,4.3793194148523895,6.0110459978205775,3.11472670135111e-09,4.922149926037914e-28
92.45637583892616,0.008421052631578947,4.451139877950162,4.395468584935231,6.011657022973767,2.959266162196872e-09,4.181591248766416e-28
92.45637583892616,0.008947368421052631,4.451139877950162,4.412691402867239,6.012306007793388,2.803470655072064e-09,3.5268467542674245e-28
92.45637583892616,0.009473684210526315,4.451139877950162,4.430993867187509,6.012992687961502,2.6484345546412264e-09,2.9546472933806078e-28
92.45637583892616,0.01,4.451139877950162,4.4503823527775515,6.013716785949714,2.4951620449356485e-09,2.459896114315442e-28
94.71140939597315,0.0,4.448511767370173,4.2519433938104445,6.274950688820475,4.999023084327792e-09,2.2293041743405536e-27
94.71140939597315,0.0005263157894736842,4.448511767370173,4.2524800729670345,6.274972870160285,4.989794479812672e-09,2.214439120670238e-27
94.71140939597315,0.0010526315789473684,4.448511767370173,4.254090266691413,6.275039402136728,4.962226290936346e-09,2.1705047479711984e-27
94.71140939597315,0.0015789473684210526,4.448511767370173,4.2567745479687655,6.275150253531576,4.9166668493466696e-09,2.0994275134828568e-27
94.71140939597315,0.002105263157894737,4.448511767370173,4.260533854651978,6.2753053715720455,4.853687981806127e-09,2.0042484348510042e-27
94.71140939597315,0.002631578947368421,4.448511767370173,4.265369500229629,6.275504682527947,4.774071623594355e-09,1.888888562440311e-27
94.71140939597315,0.003157894736842105,4.448511767370173,4.271283174318234,6.275748091862421,4.678791981865182e-09,1.7578598481742832e-27
94.71140939597315,0.0036842105263157894,4.448511767370173,4.2782769432919405,6.276035484424316,4.568993682655831e-09,1.6159525824603484e-27
94.71140939597315,0.004210526315789474,4.448511767370173,4.286353251047715,6.27636672468127,4.4459666400979175e-09,1.4679310066365007e-27
94.71140939597315,0.004736842105263157,4.448511767370173,4.295514919903812,6.276741656992185,4.311118476671547e-09,1.3182646387060581e-27
94.71140939597315,0.005263157894736842,4.448511767370173,4.305765151629456,6.2771601059178,4.165945376454803e-09,1.1709156158795133e-27
94.71140939597315,0.005789473684210527,4.448511767370173,4.317107528603856,6.277621876567759,4.0120022682365016e-09,1.0291934271402924e-27
94.71140939597315,0.00631578947368421,4.448511767370173,4.329546015103064,6.278126754982491,3.850873213170931e-09,8.956793442510064e-28
94.71140939597315,0.006842105263157894,4.448511767370173,4.3430849587137175,6.278674508548146,3.684142815389242e-09,7.7221500990696e-28
94.71140939597315,0.007368421052631579,4.448511767370173,4.357729091873344,6.279264886442607,3.5133693883221942e-09,6.599439286967093e-28
94.71140939597315,0.007894736842105263,4.448511767370173,4.373483533537521,6.279897620110547,3.3400605003716203e-09,5.593914308412939e-28
94.71140939597315,0.008421052631578947,4.448511767370173,4.390353790974937,6.280572423765263,3.1656513977252746e-09,4.705679494458159e-28
94.71140939597315,0.008947368421052631,4.448511767370173,4.408345761691824,6.281288994915081,2.9914866665727875e-09,3.9308170805613685e-28
94.71140939597315,0.009473684210526315,4.448511767370173,4.427465735487827,6.282047014912429,2.818805358667922e-09,3.262494929673319e-28
94.71140939597315,0.01,4.448511767370173,4.447720396645572,6.282846149525689,2.64872966983529e-09,2.6919738505708493e-28
96.96644295302013,0.0,4.4457664311541585,4.240425704024044,6.555276778187874,5.475056244453126e-09,2.7778350112986484e-27
96.96644295302013,0.0005263157894736842,4.4457664311541585,4.240986309854708,6.555301301827596,5.464390491561453e-09,2.7579973129945958e-27
96.96644295302013,0.0010526315789473684,4.4457664311541585,4.242668291238541,6.555374858370618,5.432537697028264e-09,2.6994231521059394e-27
96.96644295302013,0.0015789473684210526,4.4457664311541585,4.245472249166214,6.555497410090457,5.3799255768805545e-09,2.6048460859733005e-27
96.96644295302013,0.002105263157894737,4.4457664311541585,4.249399167330092,6.555668893308969,5.307255519913397e-09,2.4785682117315663e-27
96.96644295302013,0.002631578947368421,4.4457664311541585,4.25445042341895,6.555889219075496,5.215485115228322e-09,2.326110902167742e-27
96.96644295302013,0.003157894736842105,4.4457664311541585,4.260627789634349,6.556158273364277,5.105804890783086e-09,2.1537866026717703e-27
96.96644295302013,0.0036842105263157894,4.4457664311541585,4.267933433350293,6.556475917326303,4.979609905958189e-09,1.9682397888740223e-27
96.96644295302013,0.004210526315789474,4.4457664311541585,4.276369917913478,6.556841987594319,4.838467218446177e-09,1.7760053401424504e-27
96.96644295302013,0.004736842105263157,4.4457664311541585,4.285940203581228,6.557256296639172,4.684080364393706e-09,1.5831257236293403e-27
96.96644295302013,0.005263157894736842,4.4457664311541585,4.296647648594271,6.557718633175718,4.518252055402972e-09,1.3948566413294326e-27
96.96644295302013,0.005789473684210527,4.4457664311541585,4.3084960103818135,6.558228762616059,4.342846305693342e-09,1.2154765699310128e-27
96.96644295302013,0.00631578947368421,4.4457664311541585,4.321489446896897,6.558786427567788,4.159751159571613e-09,1.0482014403656274e-27
96.96644295302013,0.006842105263157894,4.4457664311541585,4.335632518080663,6.559391348374792,3.970843098382472e-09,8.951937021584456e-28
96.96644295302013,0.007368421052631579,4.4457664311541585,4.350930187455032,6.56004322369786,3.777954074744335e-09,7.5764661322330934e-28
96.96644295302013,0.007894736842105263,4.4457664311541585,4.367387823844083,6.560741731132306,3.582841959344705e-09,6.359203407856341e-28
96.96644295302013,0.008421052631578947,4.4457664311541585,4.385011203225408,6.561486527859495,3.387165002164183e-09,5.297061050938337e-28
96.96644295302013,0.008947368421052631,4.4457664311541585,4.403806510713277,6.562277251329239,3.1924607163155835e-09,4.381973086618771e-28
96.96644295302013,0.009473684210526315,4.4457664311541585,4.423780342676195,6.563113519970324,3.000129398970499e-09,3.6025123233175597e-28
96.96644295302013,0.01,4.4457664311541585,4.44493970899163,6.563994933928512,2.8114223197180768e-09,2.945302849856366e-28
99.2214765100671,0.0,4.442898974207519,4.228397655483337,6.848045967225153,6.00158717130888e-09,3.433752385093776e-27
99.2214765100671,0.0005263157894736842,4.442898974207519,4.22898324401192,6.848073062482791,5.989272411957135e-09,3.407848545241357e-27
99.2214765100671,0.0010526315789473684,4.442898974207519,4.230740181552606,6.848154331188191,5.952504339410538e-09,3.331419985006094e-27
99.2214765100671,0.0015789473684210526,4.442898974207519,4.233669098662356,6.848289728080643,5.891804537974031e-09,3.2081982388981393e-27
99.2214765100671,0.002105263157894737,4.442898974207519,4.237771027424495,6.848479176863352,5.808027518758394e-09,3.044043754644255e-27
99.2214765100671,0.002631578947368421,4.442898974207519,4.243047413294849,6.8487225709760935,5.702338307263694e-09,2.84645353047465e-27
99.2214765100671,0.003157894736842105,4.442898974207519,4.249500115637279,6.849019773848723,5.576182626159132e-09,2.6239596282507834e-27
99.2214765100671,0.0036842105263157894,4.442898974207519,4.257131408407214,6.8493706192245165,5.431250575657935e-09,2.3854878893106527e-27
99.2214765100671,0.004210526315789474,4.442898974207519,4.265943980980047,6.8497749115515605,5.269435177658099e-09,2.1397459506711166e-27
99.2214765100671,0.004736842105263157,4.442898974207519,4.275940939120936,6.850232426439855,5.092787302702789e-09,1.894699260997942e-27
99.2214765100671,0.005263157894736842,4.442898974207519,4.287125806092728,6.850742911181669,4.9034685769519405e-09,1.657176362864835e-27
99.2214765100671,0.005789473684210527,4.442898974207519,4.299502523898999,6.851306085332196,4.703703868722283e-09,1.4326238202607737e-27
99.2214765100671,0.00631578947368421,4.442898974207519,4.313075454659869,6.851921641347388,4.4957348842219095e-09,1.2250105578120775e-27
99.2214765100671,0.006842105263157894,4.442898974207519,4.327849382119028,6.852589245275656,4.28177626741915e-09,1.0368641785261217e-27
99.2214765100671,0.007368421052631579,4.442898974207519,4.343829513281414,6.853308537499767,4.063975410446808e-09,8.694100760358248e-28
99.2214765100671,0.007894736842105263,4.442898974207519,4.361021480181966,6.854079133525164,3.844376951899281e-09,7.227785927396048e-28
99.2214765100671,0.008421052631578947,4.442898974207519,4.379431341786941,6.854900624810624,3.6248926855734274e-09,5.9624564321015405e-28
99.2214765100671,0.008947368421052631,4.442898974207519,4.399065586030082,6.8557725796371605,3.407277336678953e-09,4.884768087066429e-28
99.2214765100671,0.009473684210526315,4.442898974207519,4.419931131986644,6.856694544011427,3.193110400682927e-09,3.977521740550826e-28
99.2214765100671,0.01,4.442898974207519,4.442035332188652,6.8576660426020215,2.9837839949351932e-09,3.2215737798736764e-28
101.47651006711409,0.0,4.439904362544947,4.21583838865527,7.153769425533391,6.583105640252758e-09,4.2097693274090185e-27
101.47651006711409,0.0005263157894736842,4.439904362544947,4.216450058657793,7.153799339443922,6.568908207761882e-09,4.176570484915772e-27
101.47651006711409,0.0010526315789473684,4.439904362544947,4.218285249136384,7.153889061021962,6.526529315913064e-09,4.078675216823407e-27
101.47651006711409,0.0015789473684210526,4.439904362544947,4.221344621874401,7.15403853634111,6.4566005456357905e-09,3.9210282208726455e-27
101.47651006711409,0.002105263157894737,4.439904362544947,4.225629260059272,7.154247674596718,6.360155761208054e-09,3.711383375091379e-27
101.47651006711409,0.002631578947368421,4.439904362544947,4.231140680705413,7.154516348984741,6.238602800763072e-09,3.4596362392408235e-27
101.47651006711409,0.003157894736842105,4.439904362544947,4.237880835202367,7.154844397021884,6.093685836101124e-09,3.1770106476670615e-27
101.47651006711409,0.0036842105263157894,4.439904362544947,4.245852110014278,7.155231620953819,5.927439620053537e-09,2.875194809976399e-27
101.47651006711409,0.004210526315789474,4.439904362544947,4.25505732752733,7.155677788249163,5.742137405560874e-09,2.5655216019700553e-27
101.47651006711409,0.004736842105263157,4.439904362544947,4.265499747041576,7.156182632176167,5.5402345144091535e-09,2.258272946554977e-27
101.47651006711409,0.005263157894736842,4.439904362544947,4.277183065903668,7.1567458524588865,5.324309627258827e-09,1.962163721269744e-27
101.47651006711409,0.005789473684210527,4.439904362544947,4.2901114207774045,7.157367116008981,5.0970058592176775e-09,1.6840315229178295e-27
101.47651006711409,0.00631578947368421,4.439904362544947,4.30428938904971,7.158046057729077,4.860973581899142e-09,1.4287300938221052e-27
101.47651006711409,0.006842105263157894,4.439904362544947,4.31972199037052,7.15878228138332,4.618816764330504e-09,1.1992006344966453e-27
101.47651006711409,0.007368421052631579,4.439904362544947,4.336414688326142,7.159575360530324,4.373044346407384e-09,9.966793911539764e-28
101.47651006711409,0.007894736842105263,4.439904362544947,4.354373392246746,7.16042483951363,4.1260278482476135e-09,8.209927740769457e-28
101.47651006711409,0.008421052631578947,4.439904362544947,4.373604459149805,7.1613302345043,3.8799660769810126e-09,6.708921215945424e-28
101.47651006711409,0.008947368421052631,4.439904362544947,4.394114695822144,7.162291034590388,3.6368574397113495e-09,5.443871643067799e-28
101.47651006711409,0.009473684210526315,4.439904362544947,4.415911361044078,7.163306702908256,3.3984800270349665e-09,4.390477788285827e-28
101.47651006711409,0.01,4.439904362544947,4.439002167959466,7.1643766778129985,3.1663793131085046e-09,3.5225528210589814e-28
